log.prior	log.likelihood	log.likelihood.test.set
-7.316833312580339452e+02 -6.060088356014922510e+02 -1.630712634430318531e+01
-7.335726620422406086e+02 -5.998159126903622109e+02 -1.712824768709663203e+01
-7.300045120761695898e+02 -6.008366756949876617e+02 -1.651066777567342569e+01
-7.281989164770693606e+02 -6.038175899078009934e+02 -1.746848609967071297e+01
-7.277913365475277487e+02 -6.069320166419770430e+02 -1.812812863400870356e+01
-7.297060222774055092e+02 -6.032813988039800961e+02 -1.766547301996945407e+01
-7.275511052480965191e+02 -6.048177906946153826e+02 -1.805782725644996844e+01
-7.283256491339319609e+02 -6.060099267257099882e+02 -1.784619733805686792e+01
-7.300096069686278497e+02 -5.998326197719372885e+02 -1.757883271079185761e+01
-7.303753301734549268e+02 -5.984499374979277491e+02 -1.671099856733025035e+01
-7.356874096293892080e+02 -5.998178278810054280e+02 -1.630466213938632336e+01
-7.377473337429584035e+02 -6.057585438706508967e+02 -1.695362042358317467e+01
-7.358608343525760347e+02 -6.014453524657631078e+02 -1.710059791718447286e+01
-7.380734349614949679e+02 -5.995091583767061820e+02 -1.668051661137798192e+01
-7.246733742840125387e+02 -6.023695419270884486e+02 -1.694426563392516982e+01
-7.194689565680359919e+02 -6.028550757119767241e+02 -1.845619948126687859e+01
-7.203412470175836688e+02 -5.989095980250381217e+02 -1.881242575417360285e+01
-7.215628595934646228e+02 -6.004956230742787966e+02 -1.826998733700651201e+01
-7.223836511407398575e+02 -6.011631064171751859e+02 -1.795815837400101600e+01
-7.170293712857533137e+02 -6.006519727239613076e+02 -1.855106353311532530e+01
-7.189605156604895910e+02 -6.060484588876352063e+02 -1.848078412872803256e+01
-7.207745003045198473e+02 -6.020200274581607118e+02 -1.853115046692647638e+01
-7.114235511428329346e+02 -6.074732967643349184e+02 -1.819512658421848528e+01
-7.069256324339564799e+02 -6.017880650832764786e+02 -1.843388583733752739e+01
-7.099452071216635431e+02 -6.024270857659278136e+02 -1.857489250858975538e+01
-7.124268200265345286e+02 -6.047531211680314982e+02 -1.867625545441694612e+01
-7.135637178025708636e+02 -6.042165831634679307e+02 -1.820215105768323838e+01
-7.113471638903506573e+02 -6.068518544768796801e+02 -1.847783125432775364e+01
-7.130847583264078366e+02 -6.024073717254932490e+02 -1.854012986020910603e+01
-7.266363069821645695e+02 -6.071165756350401352e+02 -1.884004863932108265e+01
-7.225458977264139548e+02 -6.037204957561450556e+02 -1.901145282684183258e+01
-7.179211805552512260e+02 -6.035508523282205715e+02 -1.883382876116638727e+01
-7.147670179967757349e+02 -6.039307336592939919e+02 -1.917794269892624470e+01
-7.215946804518421231e+02 -6.005817347088232054e+02 -1.891916912893657354e+01
-7.179399756247572668e+02 -6.027225936330405602e+02 -1.859505191336461394e+01
-7.213551356213024519e+02 -5.994603721870676054e+02 -1.863220017300062636e+01
-7.251786476140260902e+02 -6.028202711551195989e+02 -1.852530044721277136e+01
-7.316333955443041077e+02 -6.011473928975856325e+02 -1.953541765663339902e+01
-7.268295588352303866e+02 -6.000083133949017338e+02 -1.850560688071436743e+01
-7.231425446839932647e+02 -6.019179807162465750e+02 -1.824366193886561405e+01
-7.216492159256445120e+02 -6.053224184334787878e+02 -1.819028409502402610e+01
-7.262139637878701706e+02 -6.032088701482315400e+02 -1.840311567649780500e+01
-7.245920713370887825e+02 -6.016755175270424161e+02 -1.850806782970988706e+01
-7.242430356142563141e+02 -6.113790662500988446e+02 -1.858432797526256763e+01
-7.315500797452077677e+02 -6.022417893676431504e+02 -1.852610398798805136e+01
-7.330270282008123104e+02 -5.979437010856275947e+02 -1.770516304451047063e+01
-7.377136551679565173e+02 -6.015860557754298270e+02 -1.632284229518830898e+01
-7.263116323971220254e+02 -6.010017920409774206e+02 -1.640684354406789680e+01
-7.134281868062589638e+02 -6.058215152003724597e+02 -1.653417626926034245e+01
-7.111765291672172680e+02 -6.100516020278205360e+02 -1.661297509323236454e+01
-7.149325231077789340e+02 -6.059614402620954934e+02 -1.836945452579129778e+01
-7.174175532371290274e+02 -6.043504669301785270e+02 -1.843399814596585884e+01
-7.122849971521117141e+02 -6.113313572502171382e+02 -1.678934593978300427e+01
-7.114387379176934019e+02 -6.080783439572537645e+02 -1.714345536421524230e+01
-7.199106719965578804e+02 -6.049737056061956082e+02 -1.766990413229905243e+01
-7.223304444835177947e+02 -6.018731899280362541e+02 -1.646660246310813136e+01
-7.190386183488793677e+02 -6.018848015653647963e+02 -1.710735889609156857e+01
-7.055737536844624174e+02 -6.010288262464432592e+02 -1.853496476025770789e+01
-7.095429151515456851e+02 -6.034723402450706544e+02 -1.855948764396481465e+01
-7.155790941867701349e+02 -6.009983541478191000e+02 -1.809931868936178034e+01
-7.132882253655212708e+02 -6.021201546429027758e+02 -1.831496893054679731e+01
-7.096077764301267052e+02 -6.018351867782232603e+02 -1.806488881116513312e+01
-7.138871239361575363e+02 -6.016767954205590740e+02 -1.829686877313974946e+01
-7.153582309539917787e+02 -6.060921268221225091e+02 -1.785265837705634340e+01
-7.112609485080564582e+02 -6.039490040471891916e+02 -1.754913076362032598e+01
-7.186012051557572704e+02 -6.020745449278189199e+02 -1.778877572821272679e+01
-7.208426178085645688e+02 -6.041989104318564614e+02 -1.724767398690124764e+01
-7.285957972012387245e+02 -6.012892972635052047e+02 -1.676312458543287676e+01
-7.173715995741312099e+02 -6.029338310424506062e+02 -1.836495761512361469e+01
-7.242943227561100912e+02 -6.024741731872147739e+02 -1.749340696102490256e+01
-7.177905215481818004e+02 -6.045800631831266401e+02 -1.818874009949189485e+01
-7.133719504464318106e+02 -6.106582271240729369e+02 -1.814060166633942117e+01
